_x         _y     pmRApmDEcor   PlxpmRAcor   PlxpmDEcor   Nper   RA_ICRS     e_RA_ICRS      DE_ICRS   e_DE_ICRS               Source           Plx     e_Plx         pmRA   e_pmRA         pmDE   e_pmDE        RUWE         Gmag       e_Gmag        BPmag      e_BPmag        RPmag      e_RPmag         BPRP      RVDR2  e_RVDR2  E(BP/RP)          RFG         RFBP         RFRP           nueff         pscol       ELAT            Solved          Pmemb      
-0.9139    0.1591   -0.4220    0.1704    0.2216   23    80.43359732004    0.0830    39.60033768723    0.0615   1111111111111111111       0.2679   0.0149       0.911   0.015      -1.395   0.013      1.000   13.624931    0.000051   13.934008    0.000780   13.286117    0.000819   226.594274      9.99    9.99    1.275    1490.638     226.594     393.379    1.4530068    1.4303304    16.41184277128   31   1.00 
-0.9860    1.7523   -0.2396    0.1686    0.2674   23    80.43202939530    0.0830    39.62689418556    0.0615   1111111111111111111       0.3139   0.0356       0.686   0.037      -1.346   0.032      1.000   15.607894    0.000131   16.012971    0.002619   15.168995    0.002415   226.594274      9.99    9.99    1.275    1490.638     226.594     393.379    1.4530068    1.4303304    16.41184277128   31   1.00 
 0.2399   -2.2611   -0.3014    0.1660    0.0186   23    80.45855352241    0.0830    39.56000801621    0.0615   1111111111111111111       0.3167   0.0423       0.639   0.044      -1.234   0.038      1.000   15.964753    0.000155   16.426076    0.003494   15.465368    0.002946   226.594274      9.99    9.99    1.275    1490.638     226.594     393.379    1.4530068    1.4303304    16.41184277128   31   1.00 
 0.0621    1.9841   -0.2212    0.2284    0.2621   23    80.45470994287    0.0830    39.63076073355    0.0615   1111111111111111111       0.3143   0.0296       0.481   0.030      -1.214   0.026      1.000   15.211956    0.000108   15.576008    0.001969   14.816688    0.001930   226.594274      9.99    9.99    1.275    1490.638     226.594     393.379    1.4530068    1.4303304    16.41184277128   31   1.00 
-3.3093   -2.6824   -0.2070    0.1907    0.2798   23    80.38183313655    0.0830    39.55297947847    0.0615   1111111111111111111       0.3460   0.1116       0.556   0.115      -1.425   0.099      1.000   17.760783    0.000398   18.433281    0.017554   17.076194    0.010041   226.594274      9.99    9.99    1.275    1490.638     226.594     393.379    1.4530068    1.4303304    16.41184277128   31   1.00 
 2.2491   -2.9081   -0.3461    0.3362    0.1119   23    80.50198007720    0.0830    39.54922471811    0.0615   1111111111111111111       0.2874   0.0969       0.571   0.100      -1.298   0.086      1.000   17.524983    0.000348   18.175166    0.014069   16.854745    0.008384   226.594274      9.99    9.99    1.275    1490.638     226.594     393.379    1.4530068    1.4303304    16.41184277128   31   1.00 
 0.0268    3.9909   -0.2134    0.1371   -0.0079   23    80.45394553489    0.0830    39.66422153487    0.0615   1111111111111111111       0.3661   0.0743       0.765   0.076      -1.007   0.066      1.000   17.054995    0.000269   17.723486    0.009585   16.372694    0.005692   226.594274      9.99    9.99    1.275    1490.638     226.594     393.379    1.4530068    1.4303304    16.41184277128   31   1.00 
-1.7419   -0.7349   -0.0825    0.3473    0.3373   23    80.41569520862    0.0830    39.58543633963    0.0615   1111111111111111111       0.3274   0.0464       0.455   0.048      -1.161   0.041      1.000   16.153962    0.000170   16.647725    0.004108   15.621811    0.003284   226.594274      9.99    9.99    1.275    1490.638     226.594     393.379    1.4530068    1.4303304    16.41184277128   31   1.00 
-1.1371    0.1593    0.0075    0.1134   -0.1691   23    80.42876933296    0.0830    39.60034056532    0.0615   1111111111111111111       0.3739   0.0195       0.521   0.020      -1.342   0.017      1.000   14.285681    0.000070   14.615573    0.001119   13.924792    0.001149   226.594274      9.99    9.99    1.275    1490.638     226.594     393.379    1.4530068    1.4303304    16.41184277128   31   1.00 
-0.6835   -1.7106    0.0920    0.1411    0.2017   23    80.43858743729    0.0830    39.56917993548    0.0615   1111111111111111111       0.3173   0.0263       0.310   0.027      -1.234   0.023      1.000   14.959991    0.000096   15.307192    0.001668   14.583188    0.001674   226.594274      9.99    9.99    1.275    1490.638     226.594     393.379    1.4530068    1.4303304    16.41184277128   31   1.00 
