_x         _y     pmRApmDEcor   PlxpmRAcor   PlxpmDEcor   Nper   RA_ICRS     e_RA_ICRS      DE_ICRS   e_DE_ICRS               Source           Plx     e_Plx         pmRA   e_pmRA         pmDE   e_pmDE        RUWE         Gmag       e_Gmag        BPmag      e_BPmag        RPmag      e_RPmag         BPRP      RVDR2  e_RVDR2  E(BP/RP)          RFG         RFBP         RFRP           nueff         pscol       ELAT            Solved          Pmemb      
 0.7468   -0.5252    0.2272   -0.1932   -0.0602   23   287.27529613461    0.0744     5.05246879946    0.0746   1111111111111111111       0.3372   0.0203      -1.540   0.021      -3.343   0.018      1.000   14.372495    0.000073   14.941022    0.001427   13.576377    0.000999   124.547290      9.99    9.99    1.488    1114.247     124.547     408.910    1.2894136    1.2200125    27.34300991395   31   1.00 
 1.1312   -2.1777    0.1821   -0.1686    0.1033   23   287.28172684114    0.0744     5.02492761411    0.0746   1111111111111111111       0.2095   0.0633      -1.612   0.065      -3.705   0.056      1.000   16.760331    0.000231   17.492904    0.008609   15.856540    0.004123   124.547290      9.99    9.99    1.488    1114.247     124.547     408.910    1.2894136    1.2200125    27.34300991395   31   1.00 
 0.5162   -0.4841    0.3355   -0.3145    0.0167   23   287.27143745073    0.0744     5.05315346203    0.0746   1111111111111111111       0.3588   0.0175      -1.886   0.018      -3.851   0.016      1.000   14.023988    0.000062   14.566492    0.001154   13.249622    0.000842   124.547290      9.99    9.99    1.488    1114.247     124.547     408.910    1.2894136    1.2200125    27.34300991395   31   1.00 
-1.4965   -0.5582    0.1127   -0.2134    0.0812   23   287.23776216076    0.0744     5.05191804612    0.0746   1111111111111111111       0.3499   0.0408      -1.484   0.042      -3.711   0.036      1.000   15.893984    0.000150   16.502907    0.003985   15.066548    0.002400   124.547290      9.99    9.99    1.488    1114.247     124.547     408.910    1.2894136    1.2200125    27.34300991395   31   1.00 
-0.0675    0.3063    0.3765   -0.2154    0.0734   23   287.26167106220    0.0744     5.06632586820    0.0746   1111111111111111111       0.2634   0.0118      -1.350   0.012      -3.812   0.010      1.000    9.184392    0.000024   10.849228    0.000429    8.012430    0.000151   124.547290      9.99    9.99    1.488    1114.247     124.547     408.910    1.2894136    1.2200125    27.34300991395   31   1.00 
-0.4086    0.9540    0.0574   -0.1189   -0.0678   23   287.25596363447    0.0744     5.07712118351    0.0746   1111111111111111111       0.2364   0.0250      -1.621   0.026      -3.862   0.022      1.000   14.848489    0.000091   15.415083    0.001901   14.052233    0.001298   124.547290      9.99    9.99    1.488    1114.247     124.547     408.910    1.2894136    1.2200125    27.34300991395   31   1.00 
 0.7377    0.1362    0.1317   -0.2060    0.0300   23   287.27514421645    0.0744     5.06349142266    0.0746   1111111111111111111       0.1719   0.0190      -1.332   0.020      -3.646   0.017      1.000   14.223340    0.000068   14.771026    0.001294   13.444516    0.000932   124.547290      9.99    9.99    1.488    1114.247     124.547     408.910    1.2894136    1.2200125    27.34300991395   31   1.00 
 3.2654    0.0861    0.1584   -0.2236   -0.0392   23   287.31743717993    0.0744     5.06265685325    0.0746   1111111111111111111       0.3361   0.0830      -1.567   0.085      -3.809   0.074      1.000   17.254440    0.000300   18.029827    0.013516   16.323935    0.005867   124.547290      9.99    9.99    1.488    1114.247     124.547     408.910    1.2894136    1.2200125    27.34300991395   31   1.00 
 1.6915    0.6139    0.3285   -0.2320    0.1737   23   287.29110210340    0.0744     5.07145358747    0.0746   1111111111111111111       0.1846   0.0454      -1.742   0.047      -3.771   0.040      1.000   16.109925    0.000167   16.743677    0.004768   15.266277    0.002737   124.547290      9.99    9.99    1.488    1114.247     124.547     408.910    1.2894136    1.2200125    27.34300991395   31   1.00 
 0.2043   -0.3548    0.1661   -0.2237   -0.0484   23   287.26621832061    0.0744     5.05530832690    0.0746   1111111111111111111       0.1912   0.0118      -1.374   0.012      -3.548   0.010      1.000   12.235186    0.000027   12.763677    0.000460   11.473318    0.000353   124.547290      9.99    9.99    1.488    1114.247     124.547     408.910    1.2894136    1.2200125    27.34300991395   31   1.00 
 0.5867   -0.0764    0.3616   -0.2253    0.0361   23   287.27261738469    0.0744     5.05994865139    0.0746   1111111111111111111       0.2680   0.0147      -1.654   0.015      -3.441   0.013      1.000   13.601145    0.000051   14.135435    0.000914   12.835163    0.000682   124.547290      9.99    9.99    1.488    1114.247     124.547     408.910    1.2894136    1.2200125    27.34300991395   31   1.00 
 1.3568    1.3416    0.3433   -0.0075    0.1298   23   287.28550247136    0.0744     5.08358184159    0.0746   1111111111111111111       0.2555   0.0511      -1.625   0.053      -3.381   0.045      1.000   16.344650    0.000187   16.982413    0.005735   15.497225    0.003209   124.547290      9.99    9.99    1.488    1114.247     124.547     408.910    1.2894136    1.2200125    27.34300991395   31   1.00 
 2.1923    1.1776    0.3380   -0.2509   -0.1354   23   287.29948342922    0.0744     5.08084765957    0.0746   1111111111111111111       0.2438   0.0691      -1.598   0.071      -3.489   0.061      1.000   16.921710    0.000251   17.629511    0.009664   16.029403    0.004706   124.547290      9.99    9.99    1.488    1114.247     124.547     408.910    1.2894136    1.2200125    27.34300991395   31   1.00 
-1.6142   -0.0788    0.2164   -0.1711    0.0357   23   287.23579262001    0.0744     5.05990876605    0.0746   1111111111111111111       0.3144   0.0419      -1.409   0.043      -3.752   0.037      1.000   15.948665    0.000154   16.560506    0.004158   15.119209    0.002484   124.547290      9.99    9.99    1.488    1114.247     124.547     408.910    1.2894136    1.2200125    27.34300991395   31   1.00 
-0.3551    1.4308    0.1734   -0.2731    0.2023   23   287.25685811301    0.0744     5.08506865482    0.0746   1111111111111111111       0.2657   0.0396      -1.366   0.041      -3.415   0.035      1.000   15.829830    0.000145   16.435725    0.003793   15.004460    0.002305   124.547290      9.99    9.99    1.488    1114.247     124.547     408.910    1.2894136    1.2200125    27.34300991395   31   1.00 
 3.0187    1.0264    0.1108   -0.1317   -0.0323   23   287.31330991900    0.0744     5.07832842455    0.0746   1111111111111111111       0.3477   0.0807      -1.428   0.083      -3.415   0.072      1.000   17.206203    0.000292   17.971118    0.012862   16.281052    0.005680   124.547290      9.99    9.99    1.488    1114.247     124.547     408.910    1.2894136    1.2200125    27.34300991395   31   1.00 
 3.7130    2.7631    0.1964   -0.1573    0.0566   23   287.32493073203    0.0744     5.10727453106    0.0746   1111111111111111111       0.3180   0.1052      -1.542   0.108      -3.729   0.094      1.000   17.662633    0.000376   18.527294    0.020686   16.690631    0.007776   124.547290      9.99    9.99    1.488    1114.247     124.547     408.910    1.2894136    1.2200125    27.34300991395   31   1.00 
-1.2137    0.2489    0.1430   -0.3477    0.0117   23   287.24249223663    0.0744     5.06536970075    0.0746   1111111111111111111       0.1266   0.0293      -1.667   0.030      -4.066   0.026      1.000   15.192134    0.000107   15.771291    0.002391   14.385330    0.001573   124.547290      9.99    9.99    1.488    1114.247     124.547     408.910    1.2894136    1.2200125    27.34300991395   31   1.00 
