_x         _y     pmRApmDEcor   PlxpmRAcor   PlxpmDEcor   Nper   RA_ICRS     e_RA_ICRS      DE_ICRS   e_DE_ICRS               Source           Plx     e_Plx         pmRA   e_pmRA         pmDE   e_pmDE        RUWE         Gmag       e_Gmag        BPmag      e_BPmag        RPmag      e_RPmag         BPRP      RVDR2  e_RVDR2  E(BP/RP)          RFG         RFBP         RFRP           nueff         pscol       ELAT            Solved          Pmemb      
 2.9186   -2.0828    0.0604   -0.0606   -0.0550   23   129.84796184160    0.0479   -46.11204216388    0.0522   1111111111111111111       0.5620   0.0861      -5.795   0.089       5.301   0.077      1.000   17.320396    0.000311   18.137824    0.013553   16.535135    0.006402   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
-1.2476   -1.7300    0.0167    0.2710   -0.0151   23   129.74780478625    0.0479   -46.10616969349    0.0522   1111111111111111111       0.5210   0.0381      -5.864   0.039       5.251   0.034      1.000   15.749650    0.000140   16.332895    0.003266   15.134621    0.002353   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
 0.0729   -5.0669   -0.0639    0.0939   -0.0904   23   129.77954966947    0.0479   -46.16181432715    0.0522   1111111111111111111       0.5199   0.0963      -5.690   0.099       5.025   0.086      1.000   17.513572    0.000346   18.482188    0.018267   16.634875    0.006872   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
-1.2535   -0.4149   -0.0396   -0.0124    0.0177   23   129.74767513620    0.0479   -46.08424931598    0.0522   1111111111111111111       0.5256   0.0167      -6.057   0.017       5.003   0.015      1.000   13.912550    0.000059   14.202211    0.000893   13.615686    0.000969   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
 0.3917   -1.5995   -0.0467    0.0937   -0.2424   23   129.78721216074    0.0479   -46.10399616042    0.0522   1111111111111111111       0.5305   0.0160      -5.932   0.017       5.082   0.014      1.000   13.812324    0.000056   14.094912    0.000844   13.521963    0.000923   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
-0.4621    1.5119   -0.0384    0.1093   -0.2104   23   129.76669839702    0.0479   -46.05213905753    0.0522   1111111111111111111       0.5487   0.0142      -6.024   0.015       5.109   0.013      1.000   13.514972    0.000049   13.788403    0.000722   13.233790    0.000795   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
 0.5078    0.1149   -0.0734    0.1700   -0.0266   23   129.78999641991    0.0479   -46.07542034562    0.0522   1111111111111111111       0.5167   0.0118      -5.932   0.012       5.121   0.010      1.000   10.793940    0.000024   10.960743    0.000207   10.640768    0.000252   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
-2.0223    0.3549   -0.0476   -0.1735    0.0320   23   129.72921312805    0.0479   -46.07141473185    0.0522   1111111111111111111       0.5201   0.0397      -5.922   0.041       4.881   0.035      1.000   15.834205    0.000146   16.425962    0.003486   15.215082    0.002477   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
 0.5209   -1.9697   -0.0099    0.1842   -0.0999   23   129.79031922405    0.0479   -46.11016844639    0.0522   1111111111111111111       0.5038   0.0228      -5.747   0.023       5.026   0.020      1.000   14.635142    0.000082   15.021509    0.001404   14.220296    0.001351   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
 0.6847    2.9232   -0.0376    0.0272   -0.0564   23   129.79423141539    0.0479   -46.02862468727    0.0522   1111111111111111111       0.5085   0.0436      -5.887   0.045       5.215   0.039      1.000   16.027278    0.000160   16.658835    0.004128   15.376259    0.002754   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
-0.1905    2.8907   -0.0937    0.0191   -0.0116   23   129.77322300417    0.0479   -46.02916685037    0.0522   1111111111111111111       0.5645   0.0392      -5.843   0.040       5.155   0.035      1.000   15.809883    0.000144   16.387798    0.003392   15.202353    0.002458   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
 1.2707    0.2519    0.0589    0.1830    0.0237   23   129.80832406155    0.0479   -46.07313428861    0.0522   1111111111111111111       0.5101   0.0165      -5.680   0.017       5.009   0.015      1.000   13.875945    0.000058   14.173417    0.000880   13.566742    0.000945   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
 0.5367   -0.7019   -0.0252    0.0177   -0.0622   23   129.79069349866    0.0479   -46.08903367932    0.0522   1111111111111111111       0.5653   0.0118      -5.936   0.012       4.973   0.010      1.000   11.711603    0.000024   11.902848    0.000291   11.528212    0.000347   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
 1.5363   -2.5175   -0.0080    0.1681   -0.0327   23   129.81473574050    0.0479   -46.11929837046    0.0522   1111111111111111111       0.5075   0.0437      -5.750   0.045       5.386   0.039      1.000   16.030086    0.000160   16.662060    0.004138   15.378737    0.002758   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
 0.1734   -0.9390    0.0047    0.0962   -0.0469   23   129.78196294839    0.0479   -46.09298560297    0.0522   1111111111111111111       0.4794   0.0118      -5.750   0.012       5.220   0.010      1.000   11.671028    0.000024   11.861169    0.000285   11.489303    0.000340   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
-1.4817    0.1179    0.0828    0.0239   -0.0808   23   129.74219610676    0.0479   -46.07536674244    0.0522   1111111111111111111       0.5674   0.0284      -6.024   0.029       5.339   0.025      1.000   15.125754    0.000104   15.625509    0.002030   14.587604    0.001674   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
 0.1952   -0.7915    0.0169    0.1019   -0.0986   23   129.78248714674    0.0479   -46.09052735998    0.0522   1111111111111111111       0.5630   0.0118      -5.995   0.012       4.948   0.010      1.000   11.425891    0.000024   11.608506    0.000254   11.253193    0.000305   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
 0.9827    0.1277    0.0221    0.1183   -0.0656   23   129.80140607389    0.0479   -46.07520572266    0.0522   1111111111111111111       0.4944   0.0124      -5.965   0.013       5.238   0.011      1.000   13.156521    0.000041   13.400653    0.000594   12.911893    0.000676   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
 0.7635   -0.4858   -0.0405    0.0353   -0.0800   23   129.79614143889    0.0479   -46.08543191697    0.0522   1111111111111111111       0.5259   0.0118      -5.725   0.012       5.037   0.010      1.000   12.181185    0.000026   12.395873    0.000367   11.967790    0.000427   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
 0.7571   -0.5608    0.0240    0.0788    0.0240   23   129.79598858495    0.0479   -46.08668211887    0.0522   1111111111111111111       0.5177   0.0118      -5.960   0.012       5.102   0.010      1.000   12.811801    0.000035   13.042448    0.000499   12.583035    0.000574   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
 0.3221   -0.7456    0.0549    0.0631   -0.2201   23   129.78553548852    0.0479   -46.08976246095    0.0522   1111111111111111111       0.5185   0.0118      -5.829   0.012       5.335   0.010      1.000   11.555753    0.000024   11.747828    0.000271   11.369901    0.000322   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
-0.2418   -0.0101    0.0269    0.1844   -0.1320   23   129.77198684691    0.0479   -46.07750428218    0.0522   1111111111111111111       0.5403   0.0118      -5.732   0.012       4.946   0.010      1.000    8.892829    0.000024    9.047605    0.000206    8.753490    0.000254   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
-0.0574   -0.5266    0.0245    0.1603    0.0263   23   129.77641632452    0.0479   -46.08611163129    0.0522   1111111111111111111       0.5452   0.0118      -5.915   0.012       4.846   0.010      1.000    9.422536    0.000024    9.574292    0.000206    9.287850    0.000254   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
-2.6659   -1.7881    0.0561   -0.0053   -0.1430   23   129.71370940966    0.0479   -46.10713166463    0.0522   1111111111111111111       0.5157   0.0687      -5.771   0.071       5.139   0.061      1.000   16.912365    0.000250   17.758261    0.009840   16.106693    0.004594   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
 0.9116   -1.4144   -0.0978   -0.0060    0.0526   23   129.79970792946    0.0479   -46.10091051744    0.0522   1111111111111111111       0.4963   0.0213      -5.795   0.022       5.058   0.019      1.000   14.478667    0.000077   14.836314    0.001262   14.099479    0.001261   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
 1.4904    3.7020   -0.0181    0.1825   -0.0215   23   129.81356371193    0.0479   -46.01564840658    0.0522   1111111111111111111       0.4697   0.0788      -5.711   0.081       5.014   0.070      1.000   17.162472    0.000285   17.961925    0.011669   16.389277    0.005715   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
 0.2750   -0.4186    0.0005    0.0778   -0.0207   23   129.78440481044    0.0479   -46.08431142366    0.0522   1111111111111111111       0.5056   0.0118      -5.933   0.012       5.156   0.010      1.000   10.435473    0.000024   10.594922    0.000207   10.291086    0.000253   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
 0.1297    1.7062   -0.0050    0.1116   -0.0384   23   129.78091116752    0.0479   -46.04890137666    0.0522   1111111111111111111       0.5307   0.0164      -5.787   0.017       5.045   0.015      1.000   13.863740    0.000057   14.160374    0.000874   13.555300    0.000939   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
 1.9929   -0.6660    0.0731    0.0065    0.0078   23   129.82568800230    0.0479   -46.08843112214    0.0522   1111111111111111111       0.5054   0.0425      -5.799   0.044       5.275   0.038      1.000   15.977091    0.000156   16.601187    0.003957   15.331960    0.002674   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
 0.8648   -3.7691    0.0538    0.1035   -0.0045   23   129.79859778032    0.0479   -46.14016962948    0.0522   1111111111111111111       0.5203   0.0703      -5.788   0.072       5.298   0.063      1.000   16.953631    0.000255   17.714851    0.009488   16.206333    0.004975   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
-0.9233    0.7588   -0.0248    0.1809   -0.1072   23   129.75561633293    0.0479   -46.06468849861    0.0522   1111111111111111111       0.5099   0.0140      -5.928   0.014       5.154   0.012      1.000   13.472226    0.000048   13.742744    0.000705   13.194390    0.000779   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
 0.1912   -4.5050    0.1729    0.0967   -0.1092   23   129.78239523091    0.0479   -46.15244266551    0.0522   1111111111111111111       0.5231   0.0774      -6.122   0.080       4.852   0.069      1.000   17.130896    0.000281   17.951456    0.011584   16.340219    0.005503   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
 1.6666   -0.0228   -0.1104   -0.0384   -0.0019   23   129.81783811390    0.0479   -46.07771234015    0.0522   1111111111111111111       0.5249   0.0362      -5.911   0.037       5.139   0.032      1.000   15.645021    0.000133   16.215588    0.003007   15.040916    0.002215   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
-2.5661   -0.3516   -0.0369    0.0728   -0.0672   23   129.71613608934    0.0479   -46.08318735189    0.0522   1111111111111111111       0.4948   0.0606      -5.754   0.062       4.957   0.054      1.000   16.677133    0.000221   17.400903    0.007337   15.956466    0.004133   291.817786      9.99    9.99    1.299    1870.047     291.818     509.350    1.4324808    1.4262417   -60.79779600142   31   1.00 
