_x         _y     pmRApmDEcor   PlxpmRAcor   PlxpmDEcor   Nper   RA_ICRS     e_RA_ICRS      DE_ICRS   e_DE_ICRS               Source           Plx     e_Plx         pmRA   e_pmRA         pmDE   e_pmDE        RUWE         Gmag       e_Gmag        BPmag      e_BPmag        RPmag      e_RPmag         BPRP      RVDR2  e_RVDR2  E(BP/RP)          RFG         RFBP         RFRP           nueff         pscol       ELAT            Solved          Pmemb      
 0.7340   -0.7944   -0.0781    0.0006   -0.0566   23   241.95740260547    0.0640   -53.84185769624    0.0431   1111111111111111111       0.5674   0.0150      -1.848   0.015      -2.867   0.013      1.000   13.639617    0.000052   13.942666    0.000781   13.320029    0.000831   281.048631      9.99    9.99    1.431    2006.394     281.049     501.161    1.3739064    1.3682850   -32.24060380882   31   1.00 
 1.7885   -0.1090    0.0090   -0.0414   -0.1479   23   241.98717473448    0.0640   -53.83042877790    0.0431   1111111111111111111       0.4948   0.0782      -2.501   0.081      -2.961   0.070      1.000   17.148154    0.000283   17.866125    0.010761   16.434498    0.005942   281.048631      9.99    9.99    1.431    2006.394     281.049     501.161    1.3739064    1.3682850   -32.24060380882   31   1.00 
 0.3381    0.4077   -0.1960   -0.1126    0.0167   23   241.94621403728    0.0640   -53.82182355974    0.0431   1111111111111111111       0.4725   0.0118      -1.931   0.012      -3.046   0.010      1.000   12.405787    0.000029   12.683262    0.000420   12.109074    0.000457   281.048631      9.99    9.99    1.431    2006.394     281.049     501.161    1.3739064    1.3682850   -32.24060380882   31   1.00 
 0.5708    1.4754   -0.0423   -0.0181   -0.0097   23   241.95277839015    0.0640   -53.80403022406    0.0431   1111111111111111111       0.5695   0.0205      -2.209   0.021      -3.047   0.018      1.000   14.391169    0.000073   14.763133    0.001212   13.992084    0.001189   281.048631      9.99    9.99    1.431    2006.394     281.049     501.161    1.3739064    1.3682850   -32.24060380882   31   1.00 
-1.7699   -0.3220    0.0672   -0.0144   -0.0341   23   241.88668161676    0.0640   -53.83397938811    0.0431   1111111111111111111       0.4677   0.0748      -1.915   0.077      -3.120   0.067      1.000   17.068298    0.000271   17.776568    0.009985   16.361705    0.005618   281.048631      9.99    9.99    1.431    2006.394     281.049     501.161    1.3739064    1.3682850   -32.24060380882   31   1.00 
-0.7104   -0.1436   -0.0610    0.2127    0.0020   23   241.91660772130    0.0640   -53.83101112127    0.0431   1111111111111111111       0.5802   0.0127      -2.114   0.013      -3.063   0.011      1.000   13.213203    0.000043   13.512390    0.000629   12.892900    0.000670   281.048631      9.99    9.99    1.431    2006.394     281.049     501.161    1.3739064    1.3682850   -32.24060380882   31   1.00 
 0.7884   -1.2123   -0.0449   -0.0393    0.0594   23   241.95894159610    0.0640   -53.84882347557    0.0431   1111111111111111111       0.5332   0.0221      -2.224   0.023      -3.144   0.020      1.000   14.567462    0.000080   14.958747    0.001354   14.147349    0.001296   281.048631      9.99    9.99    1.431    2006.394     281.049     501.161    1.3739064    1.3682850   -32.24060380882   31   1.00 
 0.5079    1.2376    0.0505   -0.1920    0.0169   23   241.95100477542    0.0640   -53.80799381203    0.0431   1111111111111111111       0.4523   0.0163      -1.957   0.017      -2.957   0.015      1.000   13.856817    0.000057   14.172771    0.000880   13.522357    0.000924   281.048631      9.99    9.99    1.431    2006.394     281.049     501.161    1.3739064    1.3682850   -32.24060380882   31   1.00 
 2.0362    0.5658    0.1273   -0.1408   -0.0125   23   241.99415471116    0.0640   -53.81918109341    0.0431   1111111111111111111       0.6552   0.0736      -2.089   0.076      -3.165   0.066      1.000   17.039366    0.000267   17.827591    0.010406   16.276534    0.005235   281.048631      9.99    9.99    1.431    2006.394     281.049     501.161    1.3739064    1.3682850   -32.24060380882   31   1.00 
-0.1684    0.4574    0.0240   -0.0073   -0.1037   23   241.93191495488    0.0640   -53.82099564809    0.0431   1111111111111111111       0.6281   0.0118      -2.051   0.012      -2.839   0.010      1.000   12.079773    0.000025   12.328275    0.000355   11.818054    0.000398   281.048631      9.99    9.99    1.431    2006.394     281.049     501.161    1.3739064    1.3682850   -32.24060380882   31   1.00 
