_x         _y     pmRApmDEcor  PlxpmRAcor PlxpmDEcor Nper   RA_ICRS     e_RA_ICRS      DE_ICRS   e_DE_ICRS               Source           Plx     e_Plx         pmRA   e_pmRA         pmDE   e_pmDE        RUWE         Gmag       e_Gmag        BPmag      e_BPmag        RPmag      e_RPmag         BPRP      RVDR2  e_RVDR2  E(BP/RP)          RFG         RFBP         RFRP           nueff         pscol       ELAT            Solved          Pmemb      
-0.5894   -0.4120    0.1516    0.0984   -0.1321   23   118.99025740250    0.0419   -29.36248857064    0.0515   1111111111111111111       0.2731   0.0174      -2.483   0.018       3.211   0.015      1.000   14.010633    0.000062   14.373753    0.000995   13.555919    0.000955   352.359066      9.99    9.99    1.290    2142.268     352.359     571.439    1.4493110    1.4253069   -48.85106694587   31   1.00 
 1.5899    2.0837    0.1954    0.0630   -0.1743   23   119.03192061170    0.0419   -29.32089617081    0.0515   1111111111111111111       0.1544   0.0703      -2.243   0.072       3.080   0.063      1.000   16.955215    0.000256   17.595624    0.008738   16.266424    0.005311   352.359066      9.99    9.99    1.290    2142.268     352.359     571.439    1.4493110    1.4253069   -48.85106694587   31   1.00 
-0.0563   -1.8202    0.1274    0.0212   -0.0972   23   119.00045205209    0.0419   -29.38596188566    0.0515   1111111111111111111       0.5916   0.0457      -2.732   0.047       3.355   0.041      1.000   16.122676    0.000168   16.574504    0.003952   15.591488    0.003262   352.359066      9.99    9.99    1.290    2142.268     352.359     571.439    1.4493110    1.4253069   -48.85106694587   31   1.00 
 2.1424    0.6040    0.1023    0.1576   -0.1339   23   119.04249106490    0.0419   -29.34555323128    0.0515   1111111111111111111       0.3736   0.0680      -2.508   0.070       3.020   0.061      1.000   16.892823    0.000248   17.460524    0.007843   16.260651    0.005312   352.359066      9.99    9.99    1.290    2142.268     352.359     571.439    1.4493110    1.4253069   -48.85106694587   31   1.00 
-0.6307    0.5182    0.1885    0.0732   -0.2185   23   118.98946893546    0.0419   -29.34698462747    0.0515   1111111111111111111       0.3844   0.0184      -2.993   0.019       2.872   0.016      1.000   14.144000    0.000065   14.510353    0.001072   13.685950    0.001023   352.359066      9.99    9.99    1.290    2142.268     352.359     571.439    1.4493110    1.4253069   -48.85106694587   31   1.00 
 1.5038    1.5299    0.1979    0.0729   -0.2081   23   119.03027797299    0.0419   -29.33012543669    0.0515   1111111111111111111       0.4620   0.0618      -2.373   0.064       3.392   0.055      1.000   16.712663    0.000226   17.246629    0.006607   16.108616    0.004739   352.359066      9.99    9.99    1.290    2142.268     352.359     571.439    1.4493110    1.4253069   -48.85106694587   31   1.00 
 0.3335   -1.1574    0.2552    0.1088   -0.0142   23   119.00790752872    0.0419   -29.37491246036    0.0515   1111111111111111111       0.1544   0.0251      -2.816   0.026       2.593   0.022      1.000   14.852990    0.000091   15.256660    0.001641   14.360336    0.001488   352.359066      9.99    9.99    1.290    2142.268     352.359     571.439    1.4493110    1.4253069   -48.85106694587   31   1.00 
 2.8308   -1.1388    0.0799    0.0991   -0.1354   23   119.05566983242    0.0419   -29.37460070707    0.0515   1111111111111111111       0.2001   0.1101      -2.469   0.113       2.919   0.098      1.000   17.738554    0.000392   18.431883    0.017761   17.010642    0.009613   352.359066      9.99    9.99    1.290    2142.268     352.359     571.439    1.4493110    1.4253069   -48.85106694587   31   1.00 
-1.2444   -0.2887    0.0381    0.0182   -0.0128   23   118.97773218156    0.0419   -29.36043244839    0.0515   1111111111111111111       0.1144   0.0353      -2.604   0.036       3.684   0.031      1.000   15.591396    0.000130   16.020165    0.002673   15.078439    0.002310   352.359066      9.99    9.99    1.290    2142.268     352.359     571.439    1.4493110    1.4253069   -48.85106694587   31   1.00 
 0.0183   -0.3987    0.1269    0.0716   -0.0068   23   119.00187813558    0.0419   -29.36226716928    0.0515   1111111111111111111       0.1518   0.0118      -2.552   0.012       2.786   0.010      1.000   12.167509    0.000026   12.521253    0.000395   11.719933    0.000385   352.359066      9.99    9.99    1.290    2142.268     352.359     571.439    1.4493110    1.4253069   -48.85106694587   31   1.00 
 1.9471   -0.3579    0.0902    0.1115   -0.1093   23   119.03876381765    0.0419   -29.36158509430    0.0515   1111111111111111111       0.2503   0.0609      -2.755   0.063       3.179   0.054      1.000   16.686198    0.000222   17.216906    0.006454   16.084477    0.004655   352.359066      9.99    9.99    1.290    2142.268     352.359     571.439    1.4493110    1.4253069   -48.85106694587   31   1.00 
 0.1915   -1.0467    0.1641    0.0127   -0.1893   23   119.00519192423    0.0419   -29.37306701441    0.0515   1111111111111111111      -0.0635   0.0223      -2.479   0.023       2.835   0.020      1.000   14.587248    0.000081   14.966825    0.001384   14.117314    0.001296   352.359066      9.99    9.99    1.290    2142.268     352.359     571.439    1.4493110    1.4253069   -48.85106694587   31   1.00 
