_x         _y     pmRApmDEcor   PlxpmRAcor   PlxpmDEcor   Nper   RA_ICRS     e_RA_ICRS      DE_ICRS   e_DE_ICRS               Source           Plx     e_Plx         pmRA   e_pmRA         pmDE   e_pmDE        RUWE         Gmag       e_Gmag        BPmag      e_BPmag        RPmag      e_RPmag         BPRP      RVDR2  e_RVDR2  E(BP/RP)          RFG         RFBP         RFRP           nueff         pscol       ELAT            Solved          Pmemb      
-2.1554   -1.6813    0.1499   -0.0252    0.0417   23   111.52614224496    0.0356   -21.14476773860    0.0466   1111111111111111111       0.4519   0.0786      -2.442   0.081       2.657   0.070      1.000   17.157454    0.000285   17.721557    0.009668   16.543067    0.006590   422.080839      9.99    9.99    1.270    2315.562     422.081     630.708    1.4941884    1.4731650   -42.50328057371   31   1.00 
 1.9826   -0.2681    0.0678    0.0131   -0.1128   23   111.60008295948    0.0356   -21.12121226995    0.0466   1111111111111111111       0.2707   0.0473      -2.383   0.049       3.100   0.042      1.000   16.190231    0.000173   16.613375    0.004039   15.709005    0.003524   422.080839      9.99    9.99    1.270    2315.562     422.081     630.708    1.4941884    1.4731650   -42.50328057371   31   1.00 
 1.0342   -0.4952    0.1703    0.0746   -0.1909   23   111.58313805460    0.0356   -21.12499864882    0.0466   1111111111111111111       0.3682   0.0118      -1.948   0.012       2.893   0.010      1.000   12.450055    0.000030   12.578788    0.000400   12.357981    0.000515   422.080839      9.99    9.99    1.270    2315.562     422.081     630.708    1.4941884    1.4731650   -42.50328057371   31   1.00 
-0.3740    1.9858    0.1028   -0.0686   -0.0195   23   111.55797851752    0.0356   -21.08365127876    0.0466   1111111111111111111       0.0826   0.0174      -2.164   0.018       3.426   0.015      1.000   14.003784    0.000061   14.214875    0.000902   13.793039    0.001069   422.080839      9.99    9.99    1.270    2315.562     422.081     630.708    1.4941884    1.4731650   -42.50328057371   31   1.00 
-0.2040   -1.2906    0.0328    0.0182   -0.1230   23   111.56101447628    0.0356   -21.13825607652    0.0466   1111111111111111111       0.3663   0.0200      -2.168   0.021       3.414   0.018      1.000   14.335304    0.000072   14.557278    0.001085   14.109751    0.001273   422.080839      9.99    9.99    1.270    2315.562     422.081     630.708    1.4941884    1.4731650   -42.50328057371   31   1.00 
 0.2111   -2.7745    0.1173    0.0753   -0.0131   23   111.56843249901    0.0356   -21.16299290645    0.0466   1111111111111111111       0.1471   0.0728      -2.335   0.075       3.043   0.065      1.000   17.018925    0.000264   17.562174    0.008477   16.422722    0.005998   422.080839      9.99    9.99    1.270    2315.562     422.081     630.708    1.4941884    1.4731650   -42.50328057371   31   1.00 
-1.2232    2.0885   -0.0423    0.0233   -0.0321   23   111.54281099298    0.0356   -21.08193935323    0.0466   1111111111111111111       0.3828   0.0569      -2.300   0.059       3.133   0.051      1.000   16.556213    0.000208   17.017149    0.005488   16.036192    0.004474   422.080839      9.99    9.99    1.270    2315.562     422.081     630.708    1.4941884    1.4731650   -42.50328057371   31   1.00 
 1.2623   -4.0412    0.0091    0.0881   -0.0565   23   111.58722197605    0.0356   -21.18411189943    0.0466   1111111111111111111       0.3262   0.1168      -2.370   0.120       2.871   0.104      1.000   17.835206    0.000415   18.529256    0.019261   17.114669    0.010447   422.080839      9.99    9.99    1.270    2315.562     422.081     630.708    1.4941884    1.4731650   -42.50328057371   31   1.00 
-0.3619   -1.3343   -0.1515    0.0033   -0.1366   23   111.55819288203    0.0356   -21.13898504113    0.0466   1111111111111111111       0.0752   0.0215      -2.518   0.022       2.738   0.019      1.000   14.503481    0.000077   14.705161    0.001176   14.310572    0.001425   422.080839      9.99    9.99    1.270    2315.562     422.081     630.708    1.4941884    1.4731650   -42.50328057371   31   1.00 
 1.2541    2.0836    0.0311    0.0478    0.0005   23   111.58706032527    0.0356   -21.08202119939    0.0466   1111111111111111111       0.3177   0.0118      -2.144   0.012       2.928   0.010      1.000   12.060433    0.000025   12.168880    0.000330   11.994722    0.000432   422.080839      9.99    9.99    1.270    2315.562     422.081     630.708    1.4941884    1.4731650   -42.50328057371   31   1.00 
