_x         _y     pmRApmDEcor  PlxpmRAcor PlxpmDEcor Nper   RA_ICRS     e_RA_ICRS      DE_ICRS   e_DE_ICRS               Source           Plx     e_Plx         pmRA   e_pmRA         pmDE   e_pmDE        RUWE         Gmag       e_Gmag        BPmag      e_BPmag        RPmag      e_RPmag         BPRP      RVDR2  e_RVDR2  E(BP/RP)          RFG         RFBP         RFRP           nueff         pscol       ELAT            Solved          Pmemb      
-0.8172   -0.1985   -0.0467    0.1588   -0.0154   23   150.64942158082    0.0528   -54.76140198573    0.0519   1111111111111111111       0.2428   0.0857      -4.221   0.088       2.550   0.076      1.000   17.312428    0.000309   17.863155    0.011566   16.574336    0.007144   326.949512      9.99    9.99    1.327    2024.939     326.950     618.734    1.4087840    1.3917930   -59.51366295706   31   1.00 
 1.2743   -0.7785    0.0295    0.0975    0.1262   23   150.70984479073    0.0528   -54.77106612418    0.0519   1111111111111111111       0.0916   0.1046      -3.909   0.108       2.785   0.093      1.000   17.653575    0.000374   18.233565    0.015857   16.894565    0.009252   326.949512      9.99    9.99    1.327    2024.939     326.950     618.734    1.4087840    1.3917930   -59.51366295706   31   1.00 
 0.2572   -0.1006    0.0325    0.1045    0.0339   23   150.68045580599    0.0528   -54.75977229244    0.0519   1111111111111111111       0.2254   0.0305      -4.036   0.031       2.632   0.027      1.000   15.276614    0.000111   15.761942    0.002339   14.591253    0.001761   326.949512      9.99    9.99    1.327    2024.939     326.950     618.734    1.4087840    1.3917930   -59.51366295706   31   1.00 
-0.0483    0.8126   -0.0803    0.1270    0.0583   23   150.67163278817    0.0528   -54.74455163401    0.0519   1111111111111111111      -0.0336   0.0563      -4.067   0.058       2.724   0.050      1.000   16.536194    0.000206   17.042099    0.005915   15.832990    0.004047   326.949512      9.99    9.99    1.327    2024.939     326.950     618.734    1.4087840    1.3917930   -59.51366295706   31   1.00 
 1.0034    0.1377    0.0802    0.1640    0.0955   23   150.70200702729    0.0528   -54.75579698703    0.0519   1111111111111111111       0.1914   0.0976      -4.353   0.101       2.691   0.087      1.000   17.536587    0.000350   18.086058    0.013979   16.800947    0.008583   326.949512      9.99    9.99    1.327    2024.939     326.950     618.734    1.4087840    1.3917930   -59.51366295706   31   1.00 
-0.1737    0.6790    0.0925    0.2323    0.1324   23   150.66801352431    0.0528   -54.74677955189    0.0519   1111111111111111111       0.2154   0.0470      -3.796   0.048       2.579   0.042      1.000   16.178691    0.000172   16.676490    0.004462   15.482781    0.003149   326.949512      9.99    9.99    1.327    2024.939     326.950     618.734    1.4087840    1.3917930   -59.51366295706   31   1.00 
 0.4816   -0.1041    0.0723    0.1381    0.1001   23   150.68694000051    0.0528   -54.75982900389    0.0519   1111111111111111111       0.1567   0.0584      -3.977   0.060       2.611   0.052      1.000   16.604188    0.000213   17.112679    0.006253   15.899162    0.004249   326.949512      9.99    9.99    1.327    2024.939     326.950     618.734    1.4087840    1.3917930   -59.51366295706   31   1.00 
 0.4433   -0.2877   -0.0214    0.0726   -0.0146   23   150.68583316277    0.0528   -54.76289009839    0.0519   1111111111111111111       0.0974   0.0582      -3.778   0.060       3.149   0.052      1.000   16.599208    0.000213   17.107058    0.006225   15.894754    0.004235   326.949512      9.99    9.99    1.327    2024.939     326.950     618.734    1.4087840    1.3917930   -59.51366295706   31   1.00 
-0.0932   -0.2528    0.2249    0.0990    0.0199   23   150.67033533541    0.0528   -54.76230779772    0.0519   1111111111111111111       0.1977   0.0218      -4.189   0.022       2.756   0.019      1.000   14.535823    0.000079   15.024569    0.001479   13.847370    0.001147   326.949512      9.99    9.99    1.327    2024.939     326.950     618.734    1.4087840    1.3917930   -59.51366295706   31   1.00 
 0.1516   -0.2933   -0.0286    0.2010    0.1683   23   150.67740736985    0.0528   -54.76298294748    0.0519   1111111111111111111       0.2104   0.0252      -4.246   0.026       2.762   0.022      1.000   14.865517    0.000092   15.350713    0.001800   14.180159    0.001382   326.949512      9.99    9.99    1.327    2024.939     326.950     618.734    1.4087840    1.3917930   -59.51366295706   31   1.00 
