_x         _y     pmRApmDEcor   PlxpmRAcor   PlxpmDEcor   Nper   RA_ICRS     e_RA_ICRS      DE_ICRS   e_DE_ICRS               Source           Plx     e_Plx         pmRA   e_pmRA         pmDE   e_pmDE        RUWE         Gmag       e_Gmag        BPmag      e_BPmag        RPmag      e_RPmag         BPRP      RVDR2  e_RVDR2  E(BP/RP)          RFG         RFBP         RFRP           nueff         pscol       ELAT            Solved          Pmemb      
 0.0577    1.1396   -0.0253    0.1943   -0.0647   23   111.56456153344    0.0351   -20.98777200847    0.0466   1111111111111111111       0.3215   0.0154      -1.538   0.016       2.020   0.014      1.000   13.715863    0.000054   13.920193    0.000772   13.524807    0.000924   423.710106      9.99    9.99    1.266    2324.288     423.710     644.670    1.4920895    1.4818213   -42.39558899404   31   1.00 
 1.6871    3.3974    0.0575    0.2874   -0.1581   23   111.59364074751    0.0351   -20.95014972339    0.0466   1111111111111111111       0.3121   0.0418      -1.606   0.043       1.752   0.037      1.000   15.940600    0.000153   16.401169    0.003442   15.433442    0.002891   423.710106      9.99    9.99    1.266    2324.288     423.710     644.670    1.4920895    1.4818213   -42.39558899404   31   1.00 
 1.7507   -0.4591   -0.1002    0.0969    0.0195   23   111.59478802863    0.0351   -21.01441508454    0.0466   1111111111111111111       0.2922   0.0268      -1.580   0.028       2.110   0.024      1.000   15.000509    0.000098   15.299768    0.001660   14.683126    0.001777   423.710106      9.99    9.99    1.266    2324.288     423.710     644.670    1.4920895    1.4818213   -42.39558899404   31   1.00 
-3.0793    1.5130    0.0206    0.0415    0.0121   23   111.50856479742    0.0351   -20.98154759961    0.0466   1111111111111111111       0.4024   0.0592      -1.714   0.061       2.014   0.053      1.000   16.631151    0.000216   17.133846    0.005982   16.082001    0.004605   423.710106      9.99    9.99    1.266    2324.288     423.710     644.670    1.4920895    1.4818213   -42.39558899404   31   1.00 
-5.6674    1.4796   -0.0594    0.1301   -0.1828   23   111.46236600573    0.0351   -20.98210279321    0.0466   1111111111111111111       0.3177   0.1050      -1.651   0.108       1.899   0.093      1.000   17.660308    0.000375   18.227512    0.014803   17.050614    0.009933   423.710106      9.99    9.99    1.266    2324.288     423.710     644.670    1.4920895    1.4818213   -42.39558899404   31   1.00 
 0.9865   -0.3219    0.0277    0.0376   -0.1730   23   111.58114338496    0.0351   -21.01212887983    0.0466   1111111111111111111       0.3172   0.0145      -1.712   0.015       2.016   0.013      1.000   13.567627    0.000050   13.775891    0.000717   13.370382    0.000853   423.710106      9.99    9.99    1.266    2324.288     423.710     644.670    1.4920895    1.4818213   -42.39558899404   31   1.00 
-1.5414    4.3987    0.1420    0.0682   -0.0532   23   111.53602588215    0.0351   -20.93346832499    0.0466   1111111111111111111       0.2313   0.0360      -1.691   0.037       1.817   0.032      1.000   15.632902    0.000132   16.026702    0.002649   15.199440    0.002470   423.710106      9.99    9.99    1.266    2324.288     423.710     644.670    1.4920895    1.4818213   -42.39558899404   31   1.00 
 3.3650   -0.8673    0.0658   -0.0359   -0.1104   23   111.62361324959    0.0351   -21.02121902185    0.0466   1111111111111111111       0.3638   0.0670      -1.550   0.069       1.971   0.060      1.000   16.864722    0.000244   17.344272    0.007079   16.338201    0.005606   423.710106      9.99    9.99    1.266    2324.288     423.710     644.670    1.4920895    1.4818213   -42.39558899404   31   1.00 
 0.5008   -3.2512   -0.0109   -0.0006    0.0008   23   111.57247511104    0.0351   -21.06095951207    0.0466   1111111111111111111       0.3183   0.0576      -1.713   0.059       2.034   0.051      1.000   16.580226    0.000211   17.033222    0.005532   16.080911    0.004606   423.710106      9.99    9.99    1.266    2324.288     423.710     644.670    1.4920895    1.4818213   -42.39558899404   31   1.00 
-1.9400    0.4996   -0.0700    0.1006   -0.2096   23   111.52889728681    0.0351   -20.99843769848    0.0466   1111111111111111111       0.4292   0.0311      -1.607   0.032       1.690   0.028      1.000   15.321535    0.000114   15.607112    0.002007   15.025506    0.002199   423.710106      9.99    9.99    1.266    2324.288     423.710     644.670    1.4920895    1.4818213   -42.39558899404   31   1.00 
